"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 30, 2018","28,103.25","28,233.70","28,233.70","27,961.75","186.36K","-0.43%"
"Aug 29, 2018","28,224.10","28,233.40","28,344.10","28,167.80","168.88K","-0.16%"
"Aug 28, 2018","28,269.65","28,379.90","28,388.65","28,152.70","144.03K","0.02%"
"Aug 27, 2018","28,264.20","27,971.25","28,317.75","27,958.20","146.71K","1.54%"
"Aug 24, 2018","27,834.70","27,954.25","28,122.75","27,782.80","169.95K","-0.69%"
"Aug 23, 2018","28,027.90","28,321.95","28,325.45","27,965.35","133.39K","-0.81%"
"Aug 21, 2018","28,257.90","28,295.85","28,305.95","28,151.90","142.44K","-0.06%"
"Aug 20, 2018","28,274.25","28,171.65","28,322.30","28,171.65","177.84K","0.52%"
"Aug 17, 2018","28,128.55","27,991.75","28,178.15","27,953.80","156.31K","1.09%"
"Aug 16, 2018","27,826.55","27,836.15","28,013.10","27,779.50","185.10K","-0.70%"
"Aug 14, 2018","28,021.70","27,864.40","28,053.05","27,854.90","116.47K","0.82%"
"Aug 13, 2018","27,794.40","27,760.80","27,911.85","27,739.50","165.77K","-1.17%"
"Aug 10, 2018","28,124.25","28,348.95","28,377.90","28,087.65","285.47K","-0.69%"
"Aug 09, 2018","28,320.00","28,173.65","28,363.40","28,132.00","254.18K","0.92%"
"Aug 08, 2018","28,062.45","27,930.55","28,128.65","27,858.75","149.99K","0.67%"
"Aug 07, 2018","27,875.90","27,972.95","27,988.20","27,827.30","249.21K","-0.08%"
"Aug 06, 2018","27,898.50","27,769.55","27,994.00","27,766.05","184.02K","0.73%"
"Aug 03, 2018","27,695.50","27,471.95","27,723.00","27,448.15","164.82K","1.24%"
"Aug 02, 2018","27,355.95","27,469.50","27,487.90","27,327.95","119.10K","-0.87%"
"Aug 01, 2018","27,596.60","27,684.80","27,820.15","27,477.90","152.83K","-0.60%"
"Jul 31, 2018","27,764.15","27,797.20","27,839.20","27,651.30","185.19K","-0.28%"
"Jul 30, 2018","27,842.60","27,767.65","27,873.70","27,607.95","308.46K","0.75%"
"Jul 27, 2018","27,634.40","27,497.80","27,661.05","27,455.00","215.77K","0.83%"
"Jul 26, 2018","27,406.40","27,054.70","27,455.10","27,045.05","256.49K","1.39%"
"Jul 25, 2018","27,031.30","26,992.55","27,074.00","26,939.35","100.79K","0.21%"
"Jul 24, 2018","26,974.40","26,984.15","27,128.00","26,868.15","115.10K","-0.12%"
"Jul 23, 2018","27,008.15","26,701.30","27,040.10","26,671.35","125.72K","0.50%"
"Jul 20, 2018","26,873.20","26,764.40","26,946.55","26,718.60","84.21K","0.31%"
"Jul 19, 2018","26,789.65","26,960.20","27,025.45","26,730.10","130.75K","-0.34%"
"Jul 18, 2018","26,880.90","27,107.35","27,187.15","26,834.45","192.21K","-0.47%"
"Jul 17, 2018","27,008.10","26,662.85","27,041.35","26,653.65","217.93K","1.23%"
"Jul 16, 2018","26,679.80","26,914.50","26,939.05","26,643.95","105.76K","-0.95%"
"Jul 13, 2018","26,935.95","27,046.85","27,102.35","26,902.30","102.57K","-0.34%"
"Jul 12, 2018","27,026.55","26,937.50","27,164.80","26,936.05","108.52K","0.78%"
"Jul 11, 2018","26,816.20","26,900.65","26,938.85","26,774.60","91.73K","-0.29%"
"Jul 10, 2018","26,894.55","26,844.55","26,939.55","26,778.50","103.57K","0.53%"
"Jul 09, 2018","26,753.30","26,642.35","26,781.20","26,611.55","101.83K","0.98%"
"Jul 06, 2018","26,493.85","26,427.55","26,609.85","26,410.00","120.29K","-0.04%"
"Jul 05, 2018","26,503.30","26,481.55","26,598.45","26,415.20","91.43K","0.26%"
"Jul 04, 2018","26,433.95","26,249.25","26,480.50","26,132.90","82.89K","0.88%"
"Jul 03, 2018","26,204.10","26,210.10","26,316.10","26,142.00","104.59K","-0.10%"
"Jul 02, 2018","26,230.30","26,364.45","26,371.60","26,060.60","174.87K","-0.51%"
"Jun 29, 2018","26,364.20","26,312.70","26,465.00","26,291.35","128.24K","0.15%"
"Jun 28, 2018","26,324.60","26,398.10","26,487.85","26,161.00","242.25K","-0.37%"
"Jun 27, 2018","26,423.40","26,616.30","26,634.30","26,336.50","124.79K","-0.67%"
"Jun 26, 2018","26,601.70","26,495.65","26,712.60","26,479.65","97.36K","-0.03%"
"Jun 25, 2018","26,609.70","26,718.15","26,804.90","26,573.00","89.75K","-0.59%"
"Jun 22, 2018","26,766.85","26,518.40","26,806.55","26,364.25","127.69K","1.02%"
"Jun 21, 2018","26,496.95","26,645.30","26,682.95","26,454.95","122.20K","-0.23%"
"Jun 20, 2018","26,557.70","26,320.45","26,574.75","26,309.95","105.13K","1.11%"
"Jun 19, 2018","26,265.75","26,448.10","26,448.10","26,224.75","112.38K","-0.54%"
"Jun 18, 2018","26,409.30","26,444.30","26,477.50","26,322.45","101.36K","-0.03%"
"Jun 15, 2018","26,417.40","26,513.70","26,586.40","26,344.95","147.56K","-0.55%"
"Jun 14, 2018","26,562.25","26,612.30","26,623.25","26,503.10","99.12K","-0.30%"
"Jun 13, 2018","26,642.80","26,721.95","26,765.45","26,598.20","116.84K","0.13%"
"Jun 12, 2018","26,607.10","26,566.60","26,656.45","26,449.85","132.11K","0.58%"
"Jun 11, 2018","26,453.55","26,473.20","26,653.00","26,421.95","144.12K","0.01%"
"Jun 08, 2018","26,451.35","26,457.25","26,481.00","26,284.20","115.66K","-0.25%"
"Jun 07, 2018","26,517.80","26,577.95","26,766.95","26,483.90","131.30K","0.57%"
"Jun 06, 2018","26,367.60","26,266.90","26,425.20","26,147.80","144.16K","0.44%"
"Jun 05, 2018","26,251.00","26,263.00","26,342.40","26,069.55","107.94K","-0.02%"
"Jun 04, 2018","26,257.55","27,023.70","27,047.55","26,205.90","137.56K","-1.63%"
"Jun 01, 2018","26,692.80","26,913.40","26,996.80","26,658.55","132.34K","-0.98%"
"May 31, 2018","26,956.20","26,587.00","27,164.55","26,354.55","318.90K","2.39%"
"May 30, 2018","26,327.80","26,039.90","26,405.45","25,980.85","118.97K","0.28%"
"May 29, 2018","26,254.80","26,567.25","26,570.95","26,221.10","106.15K","-1.35%"
"May 28, 2018","26,614.25","26,291.65","26,713.65","26,273.90","136.87K","1.30%"
"May 25, 2018","26,273.55","26,066.75","26,325.55","26,031.45","98.94K","0.99%"
"May 24, 2018","26,016.80","25,722.90","26,073.10","25,658.40","110.03K","1.29%"
"May 23, 2018","25,684.95","25,726.95","25,903.90","25,622.15","170.57K","-0.36%"
"May 22, 2018","25,777.70","25,780.25","25,945.65","25,701.35","179.39K","0.10%"
"May 21, 2018","25,750.80","26,017.50","26,066.75","25,685.35","120.00K","-0.48%"
"May 18, 2018","25,875.60","26,025.60","26,032.00","25,839.00","113.57K","-0.76%"
"May 17, 2018","26,073.80","26,233.20","26,283.55","26,012.00","126.93K","-0.41%"
"May 16, 2018","26,182.15","26,269.35","26,428.35","26,102.15","232.08K","-1.10%"
"May 15, 2018","26,474.00","26,494.90","26,972.05","26,407.30","150.00K","-0.00%"
"May 14, 2018","26,475.15","26,404.45","26,565.40","26,338.05","97.25K","0.23%"
"May 11, 2018","26,413.15","26,173.70","26,437.25","26,099.85","109.01K","1.08%"
"May 10, 2018","26,131.00","26,216.10","26,266.40","26,057.20","214.48K","-0.09%"
"May 09, 2018","26,154.45","25,988.10","26,206.50","25,946.30","96.44K","0.25%"
"May 08, 2018","26,090.50","26,074.15","26,116.25","25,954.60","198.85K","0.92%"
"May 07, 2018","25,852.05","25,676.25","25,913.50","25,675.15","92.74K","0.81%"
"May 04, 2018","25,645.40","25,632.30","25,680.40","25,537.70","97.34K","0.16%"
"May 03, 2018","25,605.25","25,547.90","25,653.45","25,469.05","100.39K","0.14%"
"May 02, 2018","25,568.30","25,607.05","25,716.75","25,499.35","117.93K","0.14%"
"Apr 30, 2018","25,531.60","25,490.15","25,617.50","25,464.80","124.58K","0.54%"
"Apr 27, 2018","25,394.60","25,030.15","25,441.50","25,029.65","232.37K","1.53%"
"Apr 26, 2018","25,010.90","24,833.20","25,064.00","24,753.40","173.43K","0.79%"
"Apr 25, 2018","24,814.40","24,993.40","24,993.40","24,734.60","81.84K","-0.91%"
"Apr 24, 2018","25,042.10","24,972.20","25,123.45","24,955.00","87.40K","0.33%"
"Apr 23, 2018","24,960.65","25,065.50","25,084.15","24,466.10","82.79K","0.07%"
"Apr 20, 2018","24,943.85","25,126.80","25,126.80","24,839.30","109.58K","-0.73%"
"Apr 19, 2018","25,126.15","25,206.45","25,207.30","25,049.70","95.47K","0.10%"
"Apr 18, 2018","25,102.30","25,426.75","25,426.75","25,058.75","112.44K","-0.92%"
"Apr 17, 2018","25,334.45","25,383.75","25,402.55","25,224.00","89.72K","0.05%"
"Apr 16, 2018","25,320.85","25,082.10","25,348.55","25,067.35","89.03K","0.48%"
"Apr 13, 2018","25,200.60","25,239.65","25,411.30","25,076.85","110.29K","0.02%"
"Apr 12, 2018","25,195.10","25,076.90","25,244.80","24,969.40","111.78K","0.39%"
"Apr 11, 2018","25,098.25","25,198.35","25,207.05","24,950.30","107.07K","-0.51%"
"Apr 10, 2018","25,226.80","25,153.60","25,279.90","25,120.20","171.76K","0.53%"
"Apr 09, 2018","25,093.80","24,848.85","25,152.85","24,828.00","165.40K","0.89%"
"Apr 06, 2018","24,873.15","24,776.35","24,933.60","24,626.40","160.97K","0.46%"
"Apr 05, 2018","24,759.80","24,394.45","24,824.90","24,380.85","133.77K","2.61%"
"Apr 04, 2018","24,129.50","24,502.50","24,666.30","24,087.80","126.22K","-1.55%"
"Apr 03, 2018","24,510.60","24,285.95","24,538.00","24,254.35","135.57K","0.75%"
"Apr 02, 2018","24,328.50","24,235.65","24,373.40","24,062.95","147.65K","0.27%"
"Mar 28, 2018","24,263.35","24,299.50","24,361.00","24,203.40","183.84K","-0.70%"
"Mar 27, 2018","24,434.15","24,396.40","24,496.95","24,266.40","178.62K","0.78%"
"Mar 26, 2018","24,244.35","23,674.90","24,290.65","23,657.05","193.63K","2.42%"
"Mar 23, 2018","23,670.40","23,785.65","23,796.30","23,605.60","180.65K","-1.95%"
"Mar 22, 2018","24,141.50","24,252.95","24,314.40","24,094.85","131.44K","-0.47%"
"Mar 21, 2018","24,255.60","24,331.30","24,459.75","24,208.65","112.90K","0.36%"
"Mar 20, 2018","24,168.20","24,133.95","24,355.65","24,082.95","127.99K","-0.32%"
"Mar 19, 2018","24,245.10","24,530.15","24,588.05","24,186.95","147.61K","-1.00%"
"Mar 16, 2018","24,489.55","24,753.65","24,785.35","24,439.15","189.69K","-1.22%"
"Mar 15, 2018","24,791.85","24,854.30","24,939.85","24,732.00","130.38K","-0.24%"
"Mar 14, 2018","24,851.65","24,629.65","24,894.30","24,487.00","209.05K","0.46%"
"Mar 13, 2018","24,738.65","24,624.60","25,009.65","24,597.55","235.99K","0.30%"
"Mar 12, 2018","24,664.20","24,443.60","24,716.05","24,358.50","165.22K","1.51%"
"Mar 09, 2018","24,296.45","24,556.95","24,564.75","24,259.70","129.96K","-0.74%"
"Mar 08, 2018","24,477.65","24,273.90","24,534.50","24,048.55","169.55K","1.42%"
"Mar 07, 2018","24,134.10","24,333.85","24,373.40","24,096.75","187.52K","-1.29%"
"Mar 06, 2018","24,448.45","24,964.10","25,040.25","24,362.05","135.11K","-1.49%"
"Mar 05, 2018","24,818.70","24,831.35","24,873.05","24,682.00","138.68K","-0.34%"
"Mar 01, 2018","24,902.55","25,022.35","25,226.05","24,854.40","214.53K","-0.82%"
"Feb 28, 2018","25,107.40","25,116.25","25,192.95","24,942.00","311.47K","-1.09%"
"Feb 27, 2018","25,383.60","25,684.60","25,723.55","25,356.40","289.81K","-1.18%"
"Feb 26, 2018","25,687.90","25,452.00","25,722.15","25,381.20","110.90K","1.52%"
"Feb 23, 2018","25,302.50","25,002.25","25,345.15","24,962.85","127.86K","1.39%"
"Feb 22, 2018","24,955.20","24,812.70","24,987.05","24,781.70","167.44K","0.07%"
"Feb 21, 2018","24,936.70","24,996.60","24,999.70","24,796.35","152.41K","0.25%"
"Feb 20, 2018","24,874.40","25,105.55","25,158.10","24,829.00","258.22K","-0.73%"
"Feb 19, 2018","25,058.55","25,324.60","25,326.05","24,824.55","273.46K","-0.42%"
"Feb 16, 2018","25,163.90","25,511.95","25,601.00","25,100.90","278.14K","-1.02%"
"Feb 15, 2018","25,424.35","25,360.90","25,615.15","25,295.15","291.48K","0.33%"
"Feb 14, 2018","25,341.25","25,810.25","25,810.25","25,212.35","197.29K","-1.40%"
"Feb 12, 2018","25,701.60","25,530.10","25,757.85","25,485.40","161.18K","0.93%"
"Feb 09, 2018","25,463.65","25,466.30","25,598.30","25,371.00","75.99K","-1.76%"
"Feb 08, 2018","25,920.65","25,759.85","26,126.40","25,637.40","91.01K","0.98%"
"Feb 07, 2018","25,670.00","26,065.40","26,078.40","25,558.05","121.04K","-0.55%"
"Feb 06, 2018","25,811.30","25,140.10","26,140.60","25,023.85","153.71K","-1.10%"
"Feb 05, 2018","26,098.75","25,968.15","26,215.10","25,917.55","122.73K","-1.33%"
"Feb 02, 2018","26,451.15","27,017.40","27,017.55","26,364.05","147.52K","-2.83%"
"Feb 01, 2018","27,220.70","27,334.85","27,613.50","27,046.35","131.19K","-0.58%"
"Jan 31, 2018","27,379.45","27,136.25","27,455.75","27,116.95","109.51K","0.40%"
"Jan 30, 2018","27,269.05","27,466.85","27,470.25","27,242.05","111.01K","-0.83%"
"Jan 29, 2018","27,498.45","27,446.10","27,652.05","27,407.40","114.10K","0.19%"
"Jan 25, 2018","27,445.65","27,414.10","27,522.85","27,151.75","193.34K","0.17%"
"Jan 24, 2018","27,398.55","27,310.15","27,479.25","27,219.45","174.33K","0.03%"
"Jan 23, 2018","27,390.60","27,089.95","27,422.05","27,066.15","169.33K","1.29%"
"Jan 22, 2018","27,041.20","26,940.50","27,074.90","26,841.20","113.87K","0.49%"
"Jan 19, 2018","26,909.50","26,615.65","26,957.85","26,433.55","134.39K","1.40%"
"Jan 18, 2018","26,537.40","26,762.25","26,887.65","26,423.75","224.02K","0.94%"
"Jan 17, 2018","26,289.10","25,946.15","26,335.85","25,922.30","172.09K","1.21%"
"Jan 16, 2018","25,974.90","26,129.15","26,136.40","25,931.70","169.87K","-0.36%"
"Jan 15, 2018","26,069.20","25,858.15","26,091.80","25,842.95","192.16K","1.24%"
"Jan 12, 2018","25,749.05","25,732.40","25,775.15","25,557.60","110.84K","0.34%"
"Jan 11, 2018","25,660.90","25,628.20","25,694.65","25,532.25","122.70K","0.17%"
"Jan 10, 2018","25,617.30","25,709.90","25,717.60","25,527.50","81.09K","-0.34%"
"Jan 09, 2018","25,703.80","25,727.95","25,803.80","25,617.25","101.82K","0.11%"
"Jan 08, 2018","25,676.10","25,690.25","25,771.50","25,643.80","127.53K","0.29%"
"Jan 05, 2018","25,601.85","25,524.45","25,643.35","25,499.55","123.62K","0.55%"
"Jan 04, 2018","25,462.60","25,367.65","25,490.35","25,310.30","106.00K","0.57%"
"Jan 03, 2018","25,318.60","25,425.75","25,454.90","25,300.90","59.73K","-0.08%"
"Jan 02, 2018","25,338.25","25,382.20","25,425.50","25,232.80","72.03K","0.08%"
"Jan 01, 2018","25,318.10","25,565.75","25,588.00","25,271.55","57.58K","-0.87%"
"Dec 29, 2017","25,539.45","25,484.85","25,566.40","25,450.25","65.58K","0.19%"
"Dec 28, 2017","25,490.00","25,463.60","25,561.95","25,417.40","111.43K","-0.02%"
"Dec 27, 2017","25,496.05","25,652.85","25,733.20","25,429.55","73.08K","-0.70%"
"Dec 26, 2017","25,675.25","25,659.75","25,712.95","25,545.60","60.21K","0.10%"
"Dec 22, 2017","25,648.55","25,615.60","25,694.50","25,560.50","83.03K","0.37%"
"Dec 21, 2017","25,554.30","25,608.25","25,629.95","25,508.90","76.74K","-0.15%"
"Dec 20, 2017","25,591.70","25,779.05","25,780.05","25,566.05","119.15K","-0.48%"
"Dec 19, 2017","25,716.20","25,640.90","25,757.95","25,619.60","79.48K","0.48%"
"Dec 18, 2017","25,594.55","25,181.75","25,759.90","24,617.15","139.13K","0.61%"
"Dec 15, 2017","25,440.30","25,487.15","25,559.05","25,411.25","117.59K","1.08%"
"Dec 14, 2017","25,168.20","25,062.40","25,205.90","24,888.65","78.22K","0.67%"
"Dec 13, 2017","25,000.35","25,118.20","25,270.75","24,938.55","86.13K","-0.50%"
"Dec 12, 2017","25,125.45","25,413.40","25,416.20","25,108.60","81.54K","-1.10%"
"Dec 11, 2017","25,404.85","25,434.75","25,448.85","25,318.70","57.22K","0.33%"
"Dec 08, 2017","25,321.15","25,145.50","25,367.70","25,145.50","74.11K","1.05%"
"Dec 07, 2017","25,057.25","24,935.30","25,097.40","24,875.35","60.23K","0.83%"
"Dec 06, 2017","24,851.80","25,066.30","25,077.45","24,813.60","72.79K","-1.09%"
"Dec 05, 2017","25,124.85","25,030.75","25,217.70","24,921.30","85.70K","0.20%"
"Dec 04, 2017","25,075.10","25,295.05","25,297.20","24,993.35","75.65K","-0.46%"
"Dec 01, 2017","25,191.95","25,409.55","25,441.35","25,152.65","87.55K","-0.55%"
"Nov 30, 2017","25,332.40","25,693.80","25,700.85","25,246.85","141.63K","-1.80%"
"Nov 29, 2017","25,795.70","25,829.65","25,877.75","25,746.80","74.98K","-0.20%"
"Nov 28, 2017","25,846.40","25,830.45","25,953.50","25,795.50","84.40K","-0.18%"
"Nov 27, 2017","25,891.95","25,693.05","25,931.85","25,673.50","74.09K","0.44%"
"Nov 24, 2017","25,779.65","25,776.60","25,849.00","25,749.10","70.11K","0.17%"
"Nov 23, 2017","25,736.25","25,826.30","25,838.55","25,620.95","79.02K","-0.12%"
"Nov 22, 2017","25,766.65","25,805.65","25,831.95","25,665.85","102.04K","0.04%"
"Nov 21, 2017","25,757.50","25,829.30","25,871.10","25,726.50","90.30K","-0.04%"
"Nov 20, 2017","25,768.60","25,733.70","25,803.15","25,681.70","84.96K","0.16%"
"Nov 17, 2017","25,728.40","25,875.70","25,924.90","25,679.55","151.00K","1.11%"
"Nov 16, 2017","25,446.60","25,292.90","25,496.05","25,273.70","109.71K","0.90%"
"Nov 15, 2017","25,218.90","25,241.65","25,318.05","25,166.35","129.99K","-0.26%"
"Nov 14, 2017","25,284.60","25,352.55","25,404.80","25,223.10","109.49K","-0.29%"
"Nov 13, 2017","25,358.30","25,570.25","25,611.55","25,337.25","128.57K","-0.55%"
"Nov 10, 2017","25,498.95","25,250.90","25,598.55","25,237.20","195.00K","0.82%"
"Nov 09, 2017","25,291.35","25,281.00","25,385.20","25,166.15","107.37K","0.42%"
"Nov 08, 2017","25,184.35","25,375.80","25,435.60","25,119.50","129.90K","-0.46%"
"Nov 07, 2017","25,300.80","25,669.10","25,695.75","25,248.95","142.01K","-1.06%"
"Nov 06, 2017","25,571.15","25,569.00","25,694.60","25,529.50","113.27K","-0.31%"
"Nov 03, 2017","25,650.70","25,531.40","25,695.50","25,394.95","209.61K","0.88%"
"Nov 02, 2017","25,427.30","25,508.40","25,598.75","25,405.50","141.56K","-0.25%"
"Nov 01, 2017","25,490.45","25,197.30","25,549.35","25,171.75","210.66K","1.88%"
"Oct 31, 2017","25,019.35","25,042.10","25,078.65","24,948.10","156.99K","0.12%"
"Oct 30, 2017","24,988.55","24,873.65","25,064.85","24,808.55","186.72K","0.60%"
"Oct 27, 2017","24,839.55","24,887.60","24,995.70","24,798.65","237.95K","-0.73%"
"Oct 26, 2017","25,022.20","24,953.95","25,186.05","24,864.60","432.39K","-0.05%"
"Oct 25, 2017","25,035.90","24,980.65","25,157.80","24,560.75","855.27K","3.36%"
"Oct 24, 2017","24,222.15","24,141.95","24,293.25","24,032.65","111.80K","0.55%"
"Oct 23, 2017","24,088.90","24,085.45","24,151.00","23,912.55","97.55K","0.33%"
"Oct 19, 2017","24,009.75","24,238.40","24,255.30","23,923.70","-","-1.25%"
"Oct 18, 2017","24,313.75","24,354.75","24,454.65","24,270.05","161.56K","-1.35%"
"Oct 17, 2017","24,645.60","24,697.25","24,809.15","24,571.85","94.49K","-0.23%"
"Oct 16, 2017","24,703.05","24,815.40","24,878.65","24,516.55","118.31K","0.06%"
"Oct 13, 2017","24,689.15","24,411.10","24,779.75","24,387.80","89.30K","1.35%"
"Oct 12, 2017","24,361.25","24,151.45","24,393.40","23,978.40","73.28K","1.05%"
"Oct 11, 2017","24,107.45","24,411.45","24,460.25","24,054.25","75.49K","-0.99%"
"Oct 10, 2017","24,347.45","24,304.80","24,379.75","24,273.65","62.76K","0.39%"
"Oct 09, 2017","24,251.90","24,209.55","24,311.10","24,156.05","66.56K","0.26%"
"Oct 06, 2017","24,190.00","24,083.55","24,242.05","24,074.35","84.21K","0.55%"
"Oct 05, 2017","24,058.05","24,114.75","24,188.30","24,033.35","67.13K","-0.23%"
"Oct 04, 2017","24,113.30","24,124.15","24,230.45","24,058.65","61.74K","0.04%"
"Oct 03, 2017","24,103.40","24,200.60","24,226.80","24,007.25","66.83K","0.21%"
"Sep 29, 2017","24,053.00","24,114.00","24,227.45","24,004.80","71.70K","0.19%"
"Sep 28, 2017","24,008.15","23,804.05","24,074.20","23,611.10","136.68K","0.82%"
"Sep 27, 2017","23,812.95","24,308.70","24,331.85","23,766.60","80.41K","-1.60%"
"Sep 26, 2017","24,199.15","24,105.60","24,236.95","24,017.40","66.24K","0.14%"
"Sep 25, 2017","24,165.05","24,361.55","24,363.80","24,015.45","92.66K","-0.84%"
"Sep 22, 2017","24,368.85","24,704.55","24,709.70","24,340.00","91.29K","-1.74%"
"Sep 21, 2017","24,799.25","24,934.10","24,992.50","24,706.45","72.28K","-0.66%"
"Sep 20, 2017","24,965.05","24,984.65","25,052.60","24,938.30","87.38K","-0.31%"
"Sep 19, 2017","25,041.55","25,059.75","25,103.45","24,993.00","60.12K","-0.02%"
"Sep 18, 2017","25,046.90","24,948.15","25,105.35","24,941.75","65.91K","0.82%"
"Sep 15, 2017","24,844.30","24,840.30","24,916.85","24,791.55","114.57K","-0.27%"
"Sep 14, 2017","24,912.25","24,857.25","24,994.30","24,815.50","77.73K","0.32%"
"Sep 13, 2017","24,831.80","24,818.35","24,948.80","24,737.80","68.34K","0.19%"
"Sep 12, 2017","24,784.70","24,779.15","24,821.35","24,653.60","66.93K","0.46%"
"Sep 11, 2017","24,672.25","24,468.50","24,735.35","24,458.25","60.81K","1.24%"
"Sep 08, 2017","24,370.80","24,409.50","24,419.25","24,273.00","47.09K","0.27%"
"Sep 07, 2017","24,304.90","24,324.85","24,413.10","24,246.90","69.70K","0.11%"
"Sep 06, 2017","24,279.15","24,192.40","24,331.30","24,151.10","59.01K","-0.20%"
"Sep 05, 2017","24,328.30","24,272.60","24,388.05","24,256.30","47.76K","0.38%"
"Sep 04, 2017","24,236.85","24,456.30","24,459.35","24,156.40","52.53K","-0.81%"
"Sep 01, 2017","24,434.00","24,389.20","24,494.35","24,319.20","66.91K","0.48%"
"Aug 31, 2017","24,318.40","24,354.35","24,354.35","24,207.70","79.85K","0.04%"
"Aug 30, 2017","24,308.70","24,253.05","24,384.10","24,241.30","47.42K","0.74%"
"Aug 29, 2017","24,128.95","24,302.00","24,320.95","24,103.30","60.92K","-1.02%"
"Aug 28, 2017","24,377.10","24,351.25","24,422.45","24,301.35","52.18K","0.42%"
"Aug 24, 2017","24,274.20","24,374.75","24,411.05","24,224.85","72.36K","-0.18%"
"Aug 23, 2017","24,316.80","24,084.95","24,350.00","24,074.15","69.11K","1.43%"
"Aug 22, 2017","23,974.45","24,080.60","24,127.45","23,852.65","70.22K","0.16%"
"Aug 21, 2017","23,936.50","24,140.55","24,258.95","23,882.25","69.87K","-0.57%"
"Aug 18, 2017","24,074.45","24,125.30","24,130.15","23,925.95","60.05K","-0.67%"
"Aug 17, 2017","24,237.25","24,495.20","24,496.20","24,121.55","69.55K","-0.82%"
"Aug 16, 2017","24,437.70","24,188.75","24,461.20","23,947.45","94.86K","1.34%"
"Aug 14, 2017","24,115.75","24,051.05","24,212.15","24,038.15","76.33K","0.54%"
"Aug 11, 2017","23,985.75","23,958.25","24,191.20","23,868.30","157.83K","-0.96%"
"Aug 10, 2017","24,217.35","24,300.45","24,326.90","23,822.20","87.72K","-0.65%"
"Aug 09, 2017","24,374.60","24,519.25","24,532.40","24,328.10","78.29K","-0.91%"
"Aug 08, 2017","24,599.50","24,942.20","24,966.05","24,534.35","70.79K","-1.23%"
"Aug 07, 2017","24,906.35","24,854.15","24,979.35","24,844.45","52.22K","0.32%"
"Aug 04, 2017","24,827.45","24,629.50","24,879.70","24,591.80","67.78K","0.62%"
"Aug 03, 2017","24,675.05","25,002.85","25,005.15","24,619.60","88.21K","-1.52%"
"Aug 02, 2017","25,055.20","25,190.40","25,198.80","24,926.25","86.36K","-0.27%"
"Aug 01, 2017","25,122.80","25,152.85","25,179.50","25,000.90","71.83K","0.08%"
"Jul 31, 2017","25,103.65","24,880.60","25,168.10","24,828.50","130.10K","1.18%"
"Jul 28, 2017","24,811.30","24,744.55","24,859.75","24,651.05","100.04K","-0.45%"
"Jul 27, 2017","24,922.40","24,857.50","25,032.25","24,799.40","152.25K","1.02%"
"Jul 26, 2017","24,670.70","24,578.15","24,720.90","24,484.90","132.70K","0.61%"
"Jul 25, 2017","24,520.70","24,622.90","24,624.65","24,450.20","76.55K","0.41%"
"Jul 24, 2017","24,420.85","24,307.70","24,460.55","24,234.65","74.48K","0.68%"
"Jul 21, 2017","24,257.05","24,231.40","24,289.30","24,066.90","65.32K","0.18%"
"Jul 20, 2017","24,213.35","24,170.65","24,299.60","24,170.65","91.52K","0.25%"
"Jul 19, 2017","24,152.65","24,069.20","24,180.75","24,053.70","72.82K","0.54%"
"Jul 18, 2017","24,022.05","23,958.15","24,147.45","23,942.10","75.08K","0.03%"
"Jul 17, 2017","24,015.05","24,011.40","24,066.10","23,913.65","65.78K","0.32%"
"Jul 14, 2017","23,937.70","23,949.50","23,963.65","23,755.95","71.05K","0.21%"
"Jul 13, 2017","23,888.65","23,817.25","23,938.00","23,811.00","84.98K","0.82%"
"Jul 12, 2017","23,695.45","23,623.75","23,736.55","23,523.65","69.66K","0.47%"
"Jul 11, 2017","23,584.60","23,744.55","23,744.55","23,552.60","78.96K","-0.38%"
"Jul 10, 2017","23,675.05","23,583.25","23,964.80","23,289.90","30.41K","0.96%"
"Jul 07, 2017","23,449.15","23,463.75","23,492.60","23,400.60","88.94K","-0.07%"
"Jul 06, 2017","23,466.65","23,399.50","23,540.15","23,369.50","130.09K","0.49%"
"Jul 05, 2017","23,352.60","23,241.90","23,380.35","23,205.55","89.71K","0.60%"
"Jul 04, 2017","23,214.20","23,325.50","23,363.05","23,163.70","55.29K","-0.25%"
"Jul 03, 2017","23,272.80","23,240.35","23,330.10","23,144.30","51.04K","0.27%"
"Jun 30, 2017","23,211.20","23,137.25","23,254.10","22,996.40","70.72K","-0.07%"
"Jun 29, 2017","23,227.30","23,312.40","23,476.00","23,124.35","146.86K","-0.04%"
"Jun 28, 2017","23,235.85","23,209.55","23,322.55","23,113.65","95.52K","0.08%"
"Jun 27, 2017","23,216.25","23,636.95","23,640.10","23,055.75","101.34K","-1.39%"
"Jun 23, 2017","23,542.75","23,772.30","23,786.50","23,507.50","74.95K","-0.81%"
"Jun 22, 2017","23,736.10","23,716.85","23,897.85","23,694.15","79.04K","0.12%"
"Jun 21, 2017","23,708.75","23,638.15","23,760.75","23,610.20","62.33K","0.05%"
"Jun 20, 2017","23,697.95","23,720.60","23,760.35","23,651.20","71.82K","-0.19%"
"Jun 19, 2017","23,742.15","23,571.35","23,806.65","23,535.70","60.48K","1.02%"
"Jun 16, 2017","23,502.75","23,448.60","23,527.65","23,391.00","102.16K","0.47%"
